Wall time,Step,Value
1689268839.573926,0,4.388693332672119
1689269347.757667,1,3.0107853412628174
1689269855.953733,2,2.3824925422668457
1689270378.941623,3,2.0108516216278076
1689270887.825998,4,1.7653559446334839
1689271396.410901,5,1.5785866975784302
1689271905.487172,6,1.4368387460708618
1689272413.219798,7,1.312465786933899
1689272920.957334,8,1.2062383890151978
1689273429.071976,9,1.136451005935669
1689273936.87581,10,1.0575342178344727
1689274445.965741,11,0.9973135590553284
1689274954.212747,12,0.94208824634552
1689275462.231742,13,0.8977727293968201
1689275970.133791,14,0.8548796772956848
1689276478.726426,15,0.8195090889930725
1689276987.823505,16,0.781751275062561
1689277495.826734,17,0.7488886117935181
1689278004.96688,18,0.7164348363876343
1689278511.816599,19,0.6990604996681213
1689279019.535361,20,0.6710665822029114
1689279525.259875,21,0.6453825831413269
1689280031.428155,22,0.6195951104164124
1689280537.09028,23,0.6073710918426514
1689281045.018717,24,0.5897232890129089
1689281552.444887,25,0.5675744414329529
1689282061.625732,26,0.5537355542182922
1689282569.066425,27,0.5421480536460876
1689283071.638839,28,0.5285302400588989
